name,currency,symbolIB,symbolTrading,exchange
Lyxor STOXX Europe 600 Oil & Gas UCITS ETF,EUR,OIL,LOGS,swb
Lyxor Pan Africa UCITS ETF,EUR,PAF,LGQM,swb
Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF,EUR,PHG,LPHG,swb
PIMCO Euro Short Maturity Source UCITS ETF,EUR,PJS1,PJS1,swb
ComStage ETF PSI 20 Leverage UCITS ETF,EUR,PP2,CD48,swb
ComStage ETF PSI 20 UCITS ETF,EUR,PPP,CD47,swb
Lyxor Privex UCITS ETF,EUR,PVXT,LPVX,swb
Lyxor MSCI Brazil UCITS ETF,EUR,RIO2,LBRA,swb
Lyxor STOXX Europe 600 Retail UCITS ETF,EUR,RTA,LRET,swb
Lyxor MSCI Russia UCITS ETF,EUR,RUS,LRUS,swb
AMUNDI ETF SHORT GOVT BOND EUROMTS BROAD INVESTMENT GRADE 10-15 Daily UCITS ETF,EUR,S10,540Q,swb
Amundi Short Govt Bond Euromts Broad Inv Grade Daily UCITS ETF,EUR,SB0,540P,swb
WisdomTree Short CHF Long EUR,EUR,SCHE,SCHE,swb
Lyxor STOXX Europe Select Dividend 30 UCITS ETF,EUR,SELT,SELD,swb
SPDR MSCI EM Europe UCITS ETF,EUR,SPYB,SPYB,swb
SPDR MSCI EM Latin America UCITS ETF,EUR,SPYL,SPYL,swb
Lyxor MSCI World Consumer Staples TR UCITS ETF,EUR,STAW,LYPB,swb
Lyxor STOXX Europe 600 Telecommunications UCITS ETF,EUR,TEL,LTCM,swb
Lyxor STOXX Europe 600 Technology UCITS ETF,EUR,TNO,LTUG,swb
Lyxor MSCI World Information Technology TR UCITS ETF,EUR,TNOW,LYPG,swb
Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF,EUR,TRV,LTVL,swb
Lyxor MSCI Turkey UCITS ETF,EUR,TUR,LTUR,swb
UBS ETF FTSE 100 UCITS ETF,EUR,UIM3,UIM3,swb
UBS ETF MSCI EMU UCITS ETF,EUR,UIM4,UIM4,swb
UBS ETF-MSCI Japan UCITS ETF,EUR,UIM5,UIM5,swb
UBS ETF MSCI USA UCITS ETF,EUR,UIM6,UIM6,swb
UBS ETF MSCI World UCITS ETF,EUR,UIM7,UIM7,swb
UBS ETF-MSCI Canada UCITS ETF,EUR,UIM9,UIM9,swb
UBS ETF MSCI Pacific ex Japan UCITS ETF,EUR,UIMD,UIMD,swb
UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF,EUR,UIQC,UIQC,swb
Lyxor MSCI USA UCITS ETF,EUR,USA,LYYB,swb
Lyxor Nasdaq-100 UCITS ETF,EUR,UST,LYMS,swb
Lyxor STOXX Europe 600 Utilities UCITS ETF,EUR,UTI,LUTI,swb
Lyxor MSCI World Utilities TR UCITS ETF,EUR,UTIW,LYPQ,swb
WisdomTree Physical Platinum,EUR,VZLA,VZLA,swb
WisdomTree Physical Palladium,EUR,VZLB,VZLB,swb
WisdomTree Physical Silver,EUR,VZLC,VZLC,swb
WisdomTree Physical Gold,EUR,VZLD,VZLD,swb
WisdomTree Physical Precious Metals,EUR,VZLE,VZLE,swb
Lyxor World Water UCITS ETF,EUR,WAT,LYM8,swb
Lyxor MSCI World UCITS ETF,EUR,WLD,LYYA,swb
ComStage ETF MSCI World UCITS ETF,EUR,X010,X010,swb
ComStage ETF MSCI Europe TRN UCITS ETF,EUR,X011,X011,swb
ComStage ETF MSCI North America TRN UCITS ETF,EUR,X013,X013,swb
ComStage ETF MSCI Pacific TRN UCITS ETF,EUR,X014,X014,swb
ComStage ETF MSCI Pacific ex Japan TRN UCITS ETF,EUR,X015,X015,swb
ComStage MSCI EM Eastern Europe ex-Russia TRN UCITS ETF,EUR,X016,X016,swb
ComStage ETF MSCI Japan TRN UCITS ETF,EUR,X017,X017,swb
ComStage Dow Jones Russia GDR TRN UCITS ETF,EUR,X018,X018,swb
ComStage ETF MSCI Taiwan TRN UCITS ETF,EUR,X019,X019,swb
ComStage ETF MSCI USA TRN UCITS ETF,EUR,X020,X020,swb
ComStage S&P MidCap 400 UCITS ETF,EUR,X022,X022,swb
ComStage S&P Small Cap 600 UCITS ETF,EUR,X023,X023,swb
ComStage ETF MSCI Europe Mid Cap TRN UCITS ETF,EUR,X025,X025,swb
ComStage ETF MSCI Europe Small Cap TRN UCITS ETF,EUR,X026,X026,swb
Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1G,KX1G,swb
Amundi ETF Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1G.OLD,KX1G.OLD,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified Overall TR UCITS ETF,EUR,X500,X500,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 3m-1 TR UCITS ETF,EUR,X501,X501,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 1-3 TR UCITS ETF,EUR,X502,X502,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 3-5 TR UCITS ETF,EUR,X503,X503,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 5-7 TR UCITS ETF,EUR,X504,X504,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 7-10 TR UCITS ETF,EUR,X505,X505,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 10-15 TR UCITS ETF,EUR,X507,X507,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 15+ TR UCITS ETF,EUR,X508,X508,swb
ComStage ETF iBoxx Liquid Sovereigns Diversified 25+ TR UCITS ETF,EUR,X509,X509,swb
Xtrackers Physical Gold EUR Hedged ETC,EUR,XAD1,XAD1,swb
Xtrackers Physical Silver EUR Hedged ETC,EUR,XAD2,XAD2,swb
Xtrackers Physical Platinum EUR Hedged ETC,EUR,XAD3,XAD3,swb
Xtrackers Physical Palladium EUR Hedged ETC,EUR,XAD4,XAD4,swb
Xtrackers Physical Gold ETC EUR,EUR,XAD5,XAD5,swb
Xtrackers Physical Silver ETC EUR,EUR,XAD6,XAD6,swb
Xtrackers MSCI Indonesia Swap UCITS ETF,EUR,XAIN,XAIN,swb
Xtrackers II ESG EUR Corporate Bond UCITS ETF,EUR,XB4F,XB4F,swb
Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF,EUR,XBAT,XBAT,swb
WisdomTree Long CHF Short EUR,EUR,XBJA,XBJA,swb
WisdomTree Long CNY Short USD,EUR,XBJE,XBJE,swb
WisdomTree Short CNY Long USD,EUR,XBJF,XBJF,swb
WisdomTree Long USD Short EUR,EUR,XBJP,XBJP,swb
WisdomTree Short USD Long EUR,EUR,XBJQ,XBJQ,swb
Xtrackers MSCI Malaysia UCITS ETF,EUR,XCS3,XCS3,swb
Xtrackers MSCI Thailand UCITS ETF,EUR,XCS4,XCS4,swb
Xtrackers MSCI India Swap UCITS ETF,EUR,XCS5,XCS5,swb
Xtrackers MSCI China UCITS ETF,EUR,XCS6,XCS6,swb
Xtrackers Energy Optimum Yield  EUR Hedged ETC,EUR,XCTH,XCTH,swb
Xtrackers Brent Crude Oil Optimum Yield  ETC EUR,EUR,XCTL,XCTL,swb
Xtrackers Brent Crude Oil Optimum Yield  EUR Hedged ETC,EUR,XETC,XETC,swb
Xtrackers Physical Rhodium ETC EUR,EUR,XFRD,XFRD,swb
Xtrackers MSCI Africa TOP 50  Swap UCITS ETF,EUR,XMKA,XMKA,swb
Xtrackers MSCI EM Latin America Swap UCITS ETF,EUR,XMLA,DBX3,swb
Xtrackers Portfolio Income UCITS ETF,EUR,XS7W,XS7W,swb
Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF,EUR,XY4P,XY4P,swb
Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF,EUR,YIEL,LYQY,swb
WisdomTree Agriculture - EUR Daily Hedged,EUR,00XJ,00XJ,ibis
WisdomTree Broad Commodities - EUR Daily Hedged,EUR,00XK,00XK,ibis
WisdomTree Copper - EUR Daily Hedged,EUR,00XL,00XL,ibis
WisdomTree WTI Crude Oil - EUR Daily Hedged,EUR,00XM,00XM,ibis
WisdomTree Gold - EUR Daily Hedged,EUR,00XN,00XN,ibis
WisdomTree Natural Gas - EUR Daily Hedged,EUR,00XP,00XP,ibis
WisdomTree Precious Metals - EUR Daily Hedged,EUR,00XQ,00XQ,ibis
WisdomTree Silver - EUR Daily Hedged,EUR,00XR,00XR,ibis
WisdomTree Wheat - EUR Daily Hedged,EUR,00XS,00XS,ibis
WisdomTree Brent Crude Oil - EUR Daily Hedged,EUR,00XT,00XT,ibis
RICI Enhanced Natural Gas Excess Return Index,EUR,0GZA,0GZA,ibis
RICI Enhanced Copper Excess Return Index,EUR,0GZB,0GZB,ibis
RICI Enhanced Nickel Excess Return Index,EUR,0GZC,0GZC,ibis
RICI Enhanced Industrial Metals Excess Return Index,EUR,0GZD,0GZD,ibis
RICI Enhanced Gas Oil Excess Return Index,EUR,0GZE,0GZE,ibis
RICI Enhanced Gasoline Excess Return Index,EUR,0GZF,0GZF,ibis
RICI Enhanced Heating Oil Excess Return Index,EUR,0GZG,0GZG,ibis
RICI Enhanced Aluminum Excess Return Index,EUR,0GZH,0GZH,ibis
RICI Enhanced Zinc Excess Return Index,EUR,0GZI,0GZI,ibis
RICI Enhanced Tin Excess Return Index,EUR,0GZJ,0GZJ,ibis
RICI Enhanced Lead Excess Return Index,EUR,0GZK,0GZK,ibis
RICI Enhanced Industrial Metals Excess Return Index,EUR,0GZL,0GZL,ibis
WisdomTree WTI Crude Oil Pre-roll,EUR,0LJC,0LJC,ibis
WisdomTree Brent Crude Oil Pre-roll,EUR,0LJD,0LJD,ibis
WisdomTree EURO STOXX Banks 3x Daily Leveraged,EUR,0LJI,0LJI,ibis
WisdomTree EURO STOXX Banks 3x Daily Short,EUR,0LJJ,0LJJ,ibis
AMUNDI INDEX MSCI WORLD UCITS ETF DR,EUR,10AH,10AH,ibis
AMUNDI INDEX MSCI EUROPE UCITS ETF DR,EUR,10AI,10AI,ibis
AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR,EUR,10AJ,10AJ,ibis
AMUNDI INDEX JP MORGAN GBI GLOBAL GOVIES UCITS ETF DR,EUR,10AK,10AK,ibis
AMUNDI INDEX J.P. MORGAN EMU GOVIES IG UCITS ETF DR,EUR,10AL,10AL,ibis
AMUNDI INDEX BARCLAYS GLOBAL AGG 500M UCITS ETF DR,EUR,10AM,10AM,ibis
WisdomTree Brent Crude Oil 3x Daily Leveraged,EUR,3BFM,3BFM,ibis
WisdomTree Brent Crude Oil 3x Daily Short,EUR,3BFS,3BFS,ibis
WisdomTree DAX 30 3x Daily Leveraged,EUR,3DEL1,3DEL,ibis
WisdomTree DAX 30 3x Daily Short,EUR,3DES1,3DES,ibis
WisdomTree Emerging Markets 3x Daily Leveraged,EUR,3E3M,3E3M,ibis
WisdomTree Emerging Markets 3x Daily Short,EUR,3E3S,3E3S,ibis
WisdomTree NASDAQ 100 3x Daily Leveraged,EUR,3QQQ,3QQQ,ibis
WisdomTree NASDAQ 100 3x Daily Short,EUR,3QSS,3QSS,ibis
iShares MSCI Brazil UCITS ETF DE,USD,4BRZ,4BRZ,ibis
Xetra-Gold,EUR,4GLD,4GLD,ibis
WisdomTree Coffee 2x Daily Leveraged,EUR,4RT2,4RT2,ibis
WisdomTree Copper 2x Daily Leveraged,EUR,4RT3,4RT3,ibis
WisdomTree Corn 2x Daily Leveraged,EUR,4RT4,4RT4,ibis
WisdomTree WTI Crude Oil 2x Daily Leveraged,EUR,4RT6,4RT6,ibis
WisdomTree Gold 2x Daily Leveraged,EUR,4RT8,4RT8,ibis
ETFS 1X Daily Short Live Cattle,EUR,4RTC,4RTC,ibis
WisdomTree Natural Gas 1x Daily Short,EUR,4RTD,4RTD,ibis
WisdomTree Nickel 1x Daily Short,EUR,4RTE,4RTE,ibis
WisdomTree Silver 1x Daily Short,EUR,4RTF,4RTF,ibis
WisdomTree Agriculture 2x Daily Leveraged,EUR,4RTR,4RTR,ibis
WisdomTree Natural Gas 2x Daily Leveraged,EUR,4RUC,4RUC,ibis
WisdomTree Nickel 2x Daily Leveraged,EUR,4RUD,4RUD,ibis
WisdomTree Silver 2x Daily Leveraged,EUR,4RUE,4RUE,ibis
WisdomTree Sugar 2x Daily Leveraged,EUR,4RUH,4RUH,ibis
WisdomTree Wheat 2x Daily Leveraged,EUR,4RUJ,4RUJ,ibis
WisdomTree Platinum 2x Daily Leveraged,EUR,4RUM,4RUM,ibis
WisdomTree Cocoa 2x Daily Leveraged,EUR,4RUP,4RUP,ibis
Amundi S&P 500 UCITS ETF,EUR,500,AUM5,ibis
Amundi S&P 500 UCITS ETF,EUR,500H,H1D5,ibis
WisdomTree Long USD Short EUR 5x Daily,EUR,5CH5,5CH5,ibis
WisdomTree Short USD Long EUR 5x Daily,EUR,5CH6,5CH6,ibis
ComStage ETF Commerzbank Bund-Future TR UCITS ETF,EUR,5X60,5X60,ibis
ComStage Bund-Future Leveraged UCITS ETF,EUR,5X61,5X61,ibis
ComStage Bund-Future Short UCITS ETF,EUR,5X62,5X62,ibis
ComStage Bund-Future Double Short UCITS ETF,EUR,5X63,5X63,ibis
HAN-GINS Cloud Technology UCITS ETF,EUR,5XYE,5XYE,ibis
ComStage ETF iBoxx Sovereigns Germany Capped 3m-2 TR UCITS ETF,EUR,8520,8520,ibis
ComStage ETF iBoxx Sovereigns Germany Capped 1-5 TR UCITS ETF,EUR,8521,8521,ibis
ComStage ETF iBoxx Sovereigns Germany Capped 5-10 TR UCITS ETF,EUR,8522,8522,ibis
ComStage ETF iBoxx Sovereigns Germany Capped 10+ TR UCITS ETF,EUR,8523,8523,ibis
ComStage ETF iBoxx Sovereigns Inflation-Linked Euro-Inflation TR UCITS ETF,EUR,8530,8530,ibis
ComStage ETF FTSE 100 TR UCITS ETF,EUR,8H81,8H81,ibis
WisdomTree WTI Crude Oil 1x Daily Short,EUR,9GA7,9GA7,ibis
WisdomTree Gold 1x Daily Short,EUR,9GA9,9GA9,ibis
WisdomTree Broad Commodities Longer Dated,EUR,9GAF,9GAF,ibis
WisdomTree Energy Longer Dated,EUR,9GAG,9GAG,ibis
WisdomTree Industrial Metals Longer Dated,EUR,9GAK,9GAK,ibis
WisdomTree Agriculture Longer Dated,EUR,9GAL,9GAL,ibis
ETFS Longer Dated Softs,EUR,9GAM,9GAM,ibis
Amundi Msci EM Asia UCITS ETF,EUR,AASI,AMEA,ibis
Lyxor MSCI All Country World UCITS ETF,EUR,ACWI,LYY0,ibis
Amundi Msci Emerging Markets UCITS ETF,EUR,AEEM,AMEM,ibis
Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF,EUR,AEJ,LASP,ibis
Amundi Index MSCI Emerging Markets UCITS ETF DR,EUR,AEMD,AEMD,ibis
Amundi Floating Rate USD Corporate UCITS ETF,EUR,AFLE,FRNH,ibis
Amundi Floating Rate Euro Corporate 1-3 UCITS ETF,EUR,AFRN,FRNE,ibis
Lyxor MSCI South Africa UCITS ETF,EUR,AFS,LSAF,ibis
Xtrackers Harvest FTSE China A-H 50 UCITS ETF,EUR,AH50,AH50,ibis
Amundi Euro High Yield Liquid Bond Iboxx UCITS ETF,EUR,AHYE,AHYE,ibis
Amundi Msci EM Latin America UCITS ETF,EUR,ALAT,AMEL,ibis
Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF,EUR,ALQD,ALQD,ibis
Amundi ETF MSCI Europe Energy UCITS ETF,EUR,ANRJ,AMEE,ibis
Amundi Nasdaq-100 UCITS ETF,EUR,ANX,6AQQ,ibis
Lyxor MSCI AC Asia Ex Japan UCITS ETF,EUR,APX,LASI,ibis
Lyxor China Enterprise HSCEI UCITS ETF,EUR,ASI,LCHI,ibis
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF,EUR,AUT,LAUT,ibis
UBS Irl ETF plc - MSCI ACWI Socially Responsible UCITS ETF,EUR,AWSRIE,AW1R,ibis
Gasoil Diesel ETC von BNPP,EUR,B4N1,B4N1,ibis
Gasoline Benzin ETC von,EUR,B4N2,B4N2,ibis
Heating Oil ETC von BNPP B.V.,EUR,B4N3,B4N3,ibis
Collateralized EUR Hedged RICI Enhanced Aluminum TR Index ETC,EUR,B4N4,B4N4,ibis
Collateralized EUR Hedged RICI Enhanced Copper TR Index ETC,EUR,B4N5,B4N5,ibis
Collateralized EUR Hedged RICI Enhanced Nickel TR Index ETC,EUR,B4N6,B4N6,ibis
Collateralized EUR Hedged RICI Enhanced Zinc TR Index ETC,EUR,B4N7,B4N7,ibis
Collateralized EUR Hedged RICI Enhanced Tin TR Index ETC,EUR,B4N8,B4N8,ibis
Collateralized EUR Hedged RICI Enhanced Lead TR Index ETC,EUR,B4N9,B4N9,ibis
BNP Paribas Aluminium ETC,EUR,B4NP,B4NP,ibis
BNP Paribas Copper ETC,EUR,B4NQ,B4NQ,ibis
BNP Paribas Nickel Futures ETC,EUR,B4NR,B4NR,ibis
BNP Paribas Zinc ETC,EUR,B4NS,B4NS,ibis
BNP Paribas Tin ETC,EUR,B4NT,B4NT,ibis
BNP Paribas Lead ETC,EUR,B4NU,B4NU,ibis
BNP Paribas EUR Hedged Gold ETC,EUR,B4NV,B4NV,ibis
BNP Paribas EUR Hedged Palladium ETC,EUR,B4NW,B4NW,ibis
Collateralized EUR Hedged ETC on RICI Enhanced Energy ER Index,EUR,B4NX,B4NX,ibis
RICI Enhanced Brent Crude Oil Excess Return Index,EUR,B4NY,B4NY,ibis
RICI Enhanced WTI Crude Oil Excess Return Index,EUR,B4NZ,B4NZ,ibis
AMUNDI ETF MSCI EUROPE BUYBACK UCITS ETF,EUR,BBEU,AMEB,ibis
UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF,EUR,BCFE,BCFE,ibis
UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF,USD,BCFU,BCFU,ibis
Rize Medical Cannabis and Life Sciences UCITS ETF,EUR,BLUM,BLUM,ibis
Lyxor STOXX Europe 600 Banks UCITS ETF,EUR,BNK,LBNK,ibis
Collateralized ETC on RICI Enhanced BRENT TR Index,USD,BNQ7,BNQ7,ibis
Natural Gas ETC von BNPP,EUR,BNQ9,BNQ9,ibis
Collateralized ETC on Brent Crude Oil,EUR,BNQA,BNQA,ibis
Collateralized ETC on BNP Paribas RICI Enhanced WTI TR Index,EUR,BNQB,BNQB,ibis
Collateralized ETC on RICI Enhanced BRENT Crude Oil TR Index,EUR,BNQC,BNQC,ibis
Collateralized ETC on RICI Enhanced WTI Crude Oil TR Index,EUR,BNQD,BNQD,ibis
Collateralized ETC on RICI Enhanced Natural Gas Crude Oil TR Index,EUR,BNQE,BNQE,ibis
Collateralized ETC on RICI Enhanced Gas Oil TR Index,EUR,BNQF,BNQF,ibis
Collateralized ETC on RICI Enhanced Gasoline TR Index,EUR,BNQG,BNQG,ibis
Collateralized ETC on RICI Enhanced Heating Oil Crude Oil TR Index,EUR,BNQH,BNQH,ibis
Collateralized ETC on Gold,EUR,BNQJ,BNQJ,ibis
Collateralized ETC on Palladium,EUR,BNQL,BNQL,ibis
Collateralized ETC on RICI Enhanced ALUMINIUM TR Index,EUR,BNQN,BNQN,ibis
Collateralized ETC on RICI Enhanced COPPER TR Index,EUR,BNQP,BNQP,ibis
Collateralized ETC on RICI Enhanced Nickel TR Index,EUR,BNQQ,BNQQ,ibis
Collateralized ETC on RICI Enhanced Zinc TR Index,EUR,BNQR,BNQR,ibis
Collateralized ETC on RICI Enhanced Tin TR Index,EUR,BNQS,BNQS,ibis
Collateralized ETC on RICI Enhanced Lead TR Index,EUR,BNQT,BNQT,ibis
Collateralized ETC on RICI Enhanced ENERGY TR Index,EUR,BNQU,BNQU,ibis
Collateralized ETC on RICI Enhanced INDUSTRIAL METALS TR Index,EUR,BNQV,BNQV,ibis
Collateralized ETC on RICI Enhanced METALS TR Index,EUR,BNQW,BNQW,ibis
Lyxor STOXX Europe 600 Basic Resources UCITS ETF,EUR,BRE,LBRE,ibis
Lyxor EURO STOXX 50 Daily -1x Inverse UCITS ETF,EUR,BSX,LSK7,ibis
Lyxor EURO STOXX 50 Daily -2x Inverse UCITS ETF,EUR,BXX,LSK8,ibis
Amundi S&P 500 Buyback UCITS ETF,EUR,BYBE,B500,ibis
ComStage ETF DAX TR UCITS ETF,EUR,C001,C001,ibis
ComStage ETF FR DAX UCITS ETF,EUR,C002,C002,ibis
ComStage ETF DivDAX TR UCITS ETF,EUR,C003,C003,ibis
ComStage ETF ShortDAX TR UCITS ETF,EUR,C004,C004,ibis
ComStage ETF SDAX TR UCITS ETF,EUR,C005,C005,ibis
ComStage ETF FAZ Index UCITS ETF,EUR,C006,C006,ibis
ComStage MDAX TR UCITS ETF,EUR,C007,C007,ibis
ComStage ETF Dow Jones Industrial Average TM UCITS ETF,EUR,C010,C010,ibis
ComStage ETF Nasdaq-100 UCITS ETF,EUR,C011,C011,ibis
ComStage ETF S&P 500 UCITS ETF,EUR,C012,C012,ibis
ComStage S&P 500 Euro Daily Hedged Net TR UCITS ETF,EUR,C014,C014,ibis
ComStage ETF Nikkei 225 UCITS ETF,EUR,C020,C020,ibis
ComStage ETF HSI UCITS ETF,EUR,C022,C022,ibis
ComStage ETF HSCEI UCITS ETF,EUR,C023,C023,ibis
ComStage FTSE China A50 UCITS ETF,EUR,C024,C024,ibis
ComStage MSCI Japan 100% Daily Hedge Euro UCITS ETF,EUR,C025,C025,ibis
ComStage ETF SPI TR UCITS ETF,EUR,C029,C029,ibis
ComStage Dow Jones Switzerland Titans 30 UCITS ETF,EUR,C030,C030,ibis
ComStage ETF ATX UCITS ETF,EUR,C031,C031,ibis
ComStage MSCI Italy TRN UCITS ETF,EUR,C032,C032,ibis
ComStage MSCI Spain TRN UCITS ETF,EUR,C033,C033,ibis
ComStage ETF EURO STOXX 50 NR UCITS ETF,EUR,C050,C050,ibis
ComStage ETF EURO STOXX Select Dividend 30 NR UCITS ETF,EUR,C051,C051,ibis
ComStage ETF EURO STOXX 50 Daily Short GR UCITS ETF,EUR,C052,C052,ibis
ComStage ETF EURO STOXX 50 Daily Leverage UCITS ETF,EUR,C053,C053,ibis
ComStage ETF FR EURO STOXX 50 UCITS ETF,EUR,C054,C054,ibis
ComStage ETF STOXX Europe 600 NR UCITS ETF,EUR,C060,C060,ibis
ComStage ETF STOXX Europe 600 Automobiles & Parts NR UCITS ETF,EUR,C061,C061,ibis
ComStage ETF STOXX Europe 600 Banks NR UCITS ETF,EUR,C062,C062,ibis
ComStage ETF STOXX Europe 600 Basic Resources NR UCITS ETF,EUR,C063,C063,ibis
ComStage ETF STOXX Europe 600 Chemicals NR UCITS ETF,EUR,C064,C064,ibis
ComStage ETF STOXX Europe 600 Construction & Materials NR UCITS ETF,EUR,C065,C065,ibis
ComStage ETF STOXX Europe 600 Financial Services NR UCITS ETF,EUR,C066,C066,ibis
ComStage ETF STOXX Europe 600 Food & Beverage NR UCITS ETF,EUR,C067,C067,ibis
ComStage ETF STOXX Europe 600 Health Care NR UCITS ETF,EUR,C068,C068,ibis
ComStage ETF STOXX Europe 600 Industrial Goods & Services NR UCITS ETF,EUR,C069,C069,ibis
ComStage ETF STOXX Europe 600 Insurance NR UCITS ETF,EUR,C070,C070,ibis
ComStage ETF STOXX Europe 600 Oil & Gas NR UCITS ETF,EUR,C072,C072,ibis
ComStage ETF STOXX Europe 600 Personal & Household Goods NR UCITS ETF,EUR,C073,C073,ibis
ComStage ETF STOXX Europe 600 Real Estate NR UCITS ETF,EUR,C074,C074,ibis
ComStage ETF STOXX Europe 600 Retail NR UCITS ETF,EUR,C075,C075,ibis
ComStage ETF STOXX Europe 600 Technology NR UCITS ETF,EUR,C076,C076,ibis
ComStage ETF STOXX Europe 600 Telecommunications NR UCITS ETF,EUR,C077,C077,ibis
ComStage ETF STOXX Europe 600 Travel & Leisure NR UCITS ETF,EUR,C078,C078,ibis
ComStage ETF STOXX Europe 600 Utilities NR UCITS ETF,EUR,C079,C079,ibis
ComStage Bloomberg Equal-weight Commodity ex Agriculture UCITS ETF,EUR,C090,C090,ibis
ComStage Bloomberg Equal-weight Commodity ex-Agriculture EUR hedged UCITS ETF,EUR,C099,C099,ibis
Amundi ETF Govt Bond Euromts Broad Investment Grade 10-15 UCITS ETF,EUR,C10,18MW,ibis
ComStage EONIA Index UCITS ETF,EUR,C100,C100,ibis
Lyxor Fed Funds US Dollar Cash UCITS ETF,EUR,C101,C101,ibis
ComStage ETF MSCI Emerging Markets Leveraged 2x Daily TRN UCITS ETF,EUR,C128,C128,ibis
Amundi ETF Govt Bond Euromts Broad Investment Grade 1-3 UCITS ETF,EUR,C13,18MX,ibis
Bank of China International BOCI Commerzbank - SSE 50 A Share Index UCITS ETF,EUR,C2BC,C2BC,ibis
Amundi ETF Short MSCI USA Daily UCITS ETF,EUR,C2U,GC2U,ibis
Amundi ETF Govt Bond Euromts Broad Investment Grade 3-5 UCITS ETF DR,EUR,C33,18MY,ibis
Amundi ETF Govies 0-6 Months Euromts Investment Grade UCITS ETF DR,EUR,C3M,18M1,ibis
Amundi Cac 40 UCITS ETF DR,EUR,C40,GC40,ibis
Amundi ETF Govt Bond Euromts Broad Investment Grade 5-7 UCITS ETF DR,EUR,C53,18MZ,ibis
ComStage ETF iBOXX Germany Covered Capped Overall TR UCITS ETF,EUR,C540,C540,ibis
Amundi ETF Stoxx Europe 50 UCITS ETF,EUR,C5E,AE50,ibis
Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF,EUR,C5L1,18MD,ibis
Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF,EUR,C5S2,18MS,ibis
Amundi Stoxx Europe 600 UCITS ETF,EUR,C6E,AME6,ibis
Amundi ETF Govt Bond Euromts Broad Investment Grade 7-10 UCITS ETF DR,EUR,C73,18M0,ibis
Amundi ETF MSCI Europe Materials UCITS ETF,EUR,C8M,540B,ibis
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF,EUR,CAMX,CAMX,ibis
Ossiam Shiller Barclays Cape Europe Sector Value TR,EUR,CAPE,EUPE,ibis
OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR,EUR,CAPU,USCP,ibis
Amundi Govt Bond Euromts Broad Investment Grade UCITS ETF,EUR,CB3,CB3G,ibis
Amundi ETF MSCI Europe Banks UCITS ETF,EUR,CB5,18M3,ibis
UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF,EUR,CBSUSE,UET0,ibis
Medical Cannabis & Wellness UCITS ETF,EUR,CBSX,CBSX,ibis
Lyxor STOXX Europe 600 Media UCITS ETF,EUR,CBSXMR,CBSXMR,ibis
UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF,EUR,CBUS5E,UEF8,ibis
Amundi Msci China UCITS ETF,EUR,CC1,18MG,ibis
Amundi Euro Corporates UCITS ETF,EUR,CC4,TCC4,ibis
UC AXI Global CoCo Bonds UCITS ETF,EUR,CCNV,CCNV,ibis
UBS ETFs plc - CMCI ex-Agriculture SF UCITS ETF,EUR,CCXAE,UIQ1,ibis
Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF,EUR,CD6,CD6G,ibis
Amundi ETF MSCI Emu High Dividend UCITS ETF,EUR,CD8,18M2,ibis
ComStage ETF NYSE Arca Gold BUGS UCITS ETF,EUR,CD91,CD91,ibis
Amundi MSCI World EX Europe UCITS ETF,EUR,CE8,CE8G,ibis
Amundi Msci Eastern Europe EX Russia UCITS ETF,EUR,CE9,540G,ibis
Lyxor MSCI Eastern Europe EX Russia UCITS ETF,EUR,CEC,LEER,ibis
Amundi Msci Europe UCITS ETF,EUR,CEUG,CEUG,ibis
